WKT,seccio,mundissec,districte,municipi
"POLYGON ((1.953801 41.434855,1.953836 41.434534,1.953873 41.434188,1.95413 41.433859,1.954723 41.433505,1.954979 41.433352,1.955077 41.433175,1.955091 41.432962,1.954941 41.432756,1.954678 41.432396,1.954318 41.432131,1.954114 41.431998,1.953893 41.431972,1.953673 41.431839,1.953422 41.431869,1.953199 41.431775,1.95287 41.431636,1.952714 41.431425,1.952466 41.431089,1.952441 41.431023,1.951764 41.431017,1.951272 41.431179,1.950985 41.431221,1.950789 41.431003,1.950646 41.430843,1.950667 41.430692,1.950697 41.430477,1.95085 41.430193,1.950852 41.430062,1.950775 41.429894,1.95078 41.429608,1.950673 41.429345,1.950579 41.429113,1.950775 41.428893,1.951093 41.428813,1.951553 41.428817,1.951915 41.428904,1.952248 41.428895,1.952552 41.428695,1.952732 41.428315,1.952941 41.428139,1.953164 41.427949,1.953452 41.427833,1.953505 41.427536,1.953683 41.427275,1.953687 41.427049,1.953818 41.426752,1.954093 41.426385,1.954557 41.426104,1.95509 41.42578,1.955408 41.425325,1.955413 41.425015,1.955355 41.424693,1.955154 41.424417,1.954908 41.42408,1.954909 41.423879,1.954977 41.423569,1.954902 41.423318,1.954703 41.422923,1.95474 41.422578,1.954528 41.421992,1.954416 41.421683,1.954426 41.421396,1.954303 41.421216,1.954181 41.420929,1.953567 41.419956,1.953102 41.42014,1.952903 41.420237,1.952681 41.420284,1.952288 41.420435,1.952058 41.420464,1.95182 41.420468,1.949797 41.420392,1.945564 41.420236,1.945262 41.420204,1.945186 41.420379,1.94538 41.420427,1.944845 41.421082,1.94419 41.421686,1.943481 41.422404,1.942849 41.423132,1.941537 41.422824,1.941331 41.422776,1.941133 41.423536,1.941444 41.424673,1.941105 41.425232,1.940951 41.426146,1.941117 41.426653,1.940893 41.426759,1.940713 41.426918,1.940274 41.427265,1.938946 41.427186,1.937421 41.428249,1.936079 41.429008,1.935407 41.42904,1.932923 41.429923,1.93194 41.430352,1.930768 41.430742,1.928981 41.430811,1.927389 41.431349,1.926781 41.431344,1.926196 41.43151,1.925787 41.431744,1.925174 41.432005,1.924742 41.432078,1.924224 41.432025,1.923982 41.43194,1.924299 41.4324,1.924299 41.432401,1.92479 41.432479,1.925574 41.432679,1.932064 41.434751,1.932371 41.434849,1.933156 41.435003,1.933476 41.434881,1.933589 41.434861,1.934311 41.434869,1.934313 41.434869,1.934313 41.434869,1.935687 41.434863,1.935805 41.434873,1.935805 41.434873,1.936532 41.435004,1.93665 41.435016,1.937196 41.435034,1.937213 41.435034,1.937213 41.435034,1.93733 41.435015,1.937457 41.434992,1.938323 41.434653,1.938666 41.434585,1.938782 41.434584,1.938782 41.434584,1.938886 41.434602,1.939351 41.434686,1.93946 41.434721,1.940048 41.435003,1.940797 41.435327,1.940956 41.4354,1.941193 41.43551,1.941241 41.435524,1.94132 41.435548,1.941874 41.435645,1.942031 41.435672,1.942135 41.435712,1.942267 41.435796,1.942427 41.435897,1.942533 41.435929,1.943033 41.436296,1.943034 41.436296,1.943038 41.436299,1.943052 41.436308,1.943176 41.43633,1.943723 41.436429,1.944354 41.436588,1.94469 41.436795,1.94469 41.436795,1.944822 41.437035,1.944883 41.437478,1.9449 41.437836,1.945076 41.438145,1.945548 41.438302,1.945978 41.438491,1.946222 41.438598,1.946956 41.439439,1.94758 41.44002,1.947833 41.440453,1.947959 41.440489,1.948299 41.440588,1.948683 41.44084,1.948683 41.44084,1.949408 41.441474,1.949408 41.441474,1.95134 41.441043,1.951809 41.440938,1.95217 41.440564,1.951969 41.44032,1.951236 41.439634,1.951082 41.439394,1.951043 41.438822,1.951145 41.438394,1.951525 41.437657,1.951638 41.437278,1.951117 41.43719,1.951412 41.436585,1.952061 41.436579,1.952665 41.436417,1.953114 41.436076,1.953611 41.435699,1.953871 41.435309,1.953801 41.434855))",007,08072801007,01,080728
"POLYGON ((2.982647 42.213706,2.983377 42.212652,2.985354 42.209665,2.985503 42.209378,2.985604 42.209033,2.988491 42.204413,2.988655 42.204047,2.989279 42.203168,2.989328 42.203022,2.989328 42.203021,2.989065 42.202814,2.991512 42.2008,2.991512 42.2008,2.990642 42.200263,2.990642 42.200263,2.991922 42.199409,2.990937 42.198616,2.990937 42.198616,2.990265 42.198005,2.990057 42.19728,2.990176 42.196179,2.990572 42.194547,2.990572 42.194547,2.983066 42.195307,2.982827 42.195835,2.982827 42.195835,2.982586 42.195781,2.981781 42.195602,2.980016 42.194926,2.978671 42.194292,2.977146 42.193425,2.974558 42.191974,2.97418 42.192706,2.974016 42.192834,2.974016 42.192834,2.973959 42.192748,2.973959 42.192748,2.973811 42.192632,2.97345 42.192468,2.97345 42.192468,2.973401 42.192309,2.973401 42.192309,2.97322 42.192187,2.973056 42.192138,2.972859 42.192022,2.972859 42.192022,2.972753 42.191857,2.972712 42.191723,2.972737 42.191332,2.9727 42.191256,2.972687 42.191229,2.972408 42.191161,2.972179 42.191058,2.971982 42.191088,2.971982 42.191088,2.971936 42.19108,2.971752 42.191045,2.971588 42.190948,2.971342 42.190935,2.971169 42.191039,2.970972 42.191118,2.970759 42.191045,2.9703 42.191002,2.970078 42.191027,2.969783 42.190966,2.969758 42.191185,2.968502 42.191075,2.967862 42.191075,2.965179 42.190781,2.960846 42.19056,2.958852 42.190688,2.95671 42.190852,2.955257 42.191052,2.955272 42.190371,2.955272 42.190371,2.955354 42.189907,2.955579 42.189002,2.955801 42.188563,2.956047 42.18827,2.956343 42.187995,2.957008 42.187648,2.957007 42.187648,2.956318 42.187648,2.956318 42.187647,2.956257 42.187449,2.956161 42.186621,2.956161 42.186621,2.955408 42.186658,2.955408 42.186658,2.95599 42.186114,2.956163 42.185673,2.956256 42.185217,2.956245 42.184303,2.956928 42.181718,2.957801 42.179611,2.958196 42.177945,2.958689 42.176224,2.958666 42.174192,2.958961 42.173899,2.959131 42.173676,2.959478 42.173222,2.959842 42.172746,2.96002 42.172513,2.961336 42.169706,2.962602 42.169339,2.962803 42.169103,2.96305 42.168573,2.963149 42.168042,2.963075 42.167712,2.962606 42.16681,2.963013 42.166231,2.963128 42.165964,2.963417 42.165699,2.963786 42.165617,2.964278 42.165545,2.964845 42.165381,2.965059 42.165253,2.965593 42.164803,2.965758 42.164459,2.965862 42.164149,2.966057 42.163689,2.96636 42.16331,2.96668 42.163044,2.969573 42.161662,2.969802 42.161535,2.970001 42.161396,2.970001 42.161396,2.970141 42.160193,2.970107 42.159964,2.970099 42.15922,2.970158 42.15898,2.970199 42.158579,2.970349 42.158257,2.970574 42.157605,2.970886 42.157577,2.970886 42.157577,2.971501 42.157534,2.971905 42.157541,2.971905 42.157541,2.972217 42.157513,2.97253 42.157427,2.972883 42.157255,2.972883 42.157255,2.97249 42.15709,2.971987 42.156759,2.971814 42.15661,2.971813 42.15661,2.971774 42.156574,2.971609 42.156422,2.971422 42.156192,2.971394 42.156138,2.97135 42.156052,2.971396 42.155752,2.971407 42.1556,2.971423 42.15532,2.971417 42.155294,2.971388 42.155166,2.971327 42.154993,2.971081 42.1547,2.97091 42.154572,2.970717 42.154457,2.970717 42.154457,2.970622 42.154368,2.970481 42.154084,2.970423 42.153971,2.970351 42.153768,2.97029 42.153536,2.970205 42.15315,2.970177 42.153067,2.970177 42.153067,2.96897 42.152397,2.968556 42.152168,2.968295 42.152215,2.968095 42.152297,2.967943 42.152378,2.967714 42.152597,2.967562 42.15269,2.967224 42.152772,2.967224 42.152772,2.966808 42.152775,2.966808 42.152775,2.966781 42.152773,2.96647 42.152754,2.966115 42.152711,2.965252 42.152534,2.964913 42.152502,2.964913 42.152502,2.964143 42.152472,2.964143 42.152472,2.963972 42.152457,2.962711 42.152345,2.962311 42.152324,2.96188 42.152327,2.961234 42.152378,2.960712 42.152484,2.960712 42.152484,2.960405 42.152498,2.960127 42.152488,2.959415 42.151883,2.958791 42.151352,2.958576 42.151365,2.958408 42.151446,2.958026 42.151678,2.955994 42.153105,2.955661 42.153231,2.955396 42.153349,2.954844 42.153474,2.954264 42.153807,2.955006 42.153158,2.955305 42.152812,2.955408 42.152625,2.955455 42.152101,2.955455 42.152101,2.95544 42.151619,2.95541 42.151154,2.955262 42.150971,2.955166 42.150852,2.955166 42.150852,2.954555 42.150484,2.953932 42.150254,2.95311 42.149821,2.952816 42.149648,2.952584 42.149511,2.952233 42.14909,2.952233 42.14909,2.951744 42.148744,2.950995 42.148572,2.950581 42.148495,2.950011 42.148576,2.94977 42.148613,2.949454 42.148792,2.949199 42.148599,2.94894 42.148403,2.948719 42.148258,2.948467 42.148094,2.948087 42.147866,2.947781 42.147682,2.947452 42.147504,2.946954 42.14725,2.946226 42.146879,2.94521 42.146502,2.944391 42.146699,2.941133 42.147585,2.938744 42.14994,2.939846 42.150718,2.939846 42.150718,2.938996 42.151447,2.937658 42.152557,2.937721 42.153906,2.937824 42.154352,2.937845 42.154445,2.937845 42.154445,2.937993 42.15542,2.937941 42.155824,2.937901 42.156075,2.937901 42.156075,2.937433 42.156965,2.937042 42.157754,2.936873 42.158286,2.936268 42.159632,2.936101 42.160379,2.935755 42.161229,2.935242 42.162135,2.935085 42.162583,2.934784 42.163024,2.934361 42.163543,2.933982 42.163803,2.932661 42.164089,2.932055 42.163992,2.93177 42.1639,2.93125 42.163899,2.93125 42.163899,2.931211 42.163898,2.930419 42.16387,2.929484 42.163871,2.928026 42.163916,2.926805 42.164154,2.926025 42.164401,2.925661 42.164575,2.92394 42.165149,2.923004 42.165461,2.921705 42.165735,2.921185 42.165845,2.92064 42.166028,2.922066 42.166797,2.922694 42.167248,2.922989 42.167668,2.923117 42.168048,2.923159 42.168175,2.923185 42.168903,2.923185 42.168903,2.923093 42.169264,2.923089 42.169644,2.923044 42.169823,2.923007 42.169938,2.922925 42.170067,2.922803 42.170195,2.922762 42.170263,2.922751 42.170337,2.922813 42.1705,2.922828 42.170602,2.92339 42.170824,2.925048 42.171307,2.925531 42.171466,2.926248 42.171874,2.926249 42.171874,2.926872 42.172418,2.926872 42.172418,2.927777 42.174042,2.928201 42.174277,2.928772 42.174594,2.929333 42.175335,2.929613 42.176247,2.930937 42.179552,2.931374 42.180692,2.931548 42.181148,2.931737 42.181915,2.932026 42.182216,2.93243 42.182636,2.932466 42.183162,2.93244 42.183893,2.932449 42.18442,2.932365 42.184902,2.932115 42.185603,2.932035 42.186314,2.932101 42.186588,2.932517 42.187581,2.933022 42.188379,2.933685 42.189127,2.933787 42.189298,2.933838 42.18964,2.933709 42.190722,2.933427 42.192374,2.933427 42.192374,2.933303 42.193303,2.933675 42.194411,2.93461 42.196109,2.934648 42.19651,2.934625 42.197003,2.934725 42.197472,2.934982 42.1981,2.935343 42.1986,2.936249 42.199463,2.936249 42.199463,2.937139 42.200021,2.938201 42.200601,2.938201 42.200601,2.938201 42.200601,2.939705 42.201996,2.939917 42.202194,2.940182 42.202429,2.940183 42.202429,2.94044 42.202669,2.94059 42.202826,2.940613 42.202851,2.940736 42.202986,2.940812 42.203069,2.94088 42.203143,2.940888 42.203152,2.941009 42.203299,2.941052 42.203355,2.941124 42.203448,2.941212 42.203563,2.941266 42.203632,2.941405 42.203816,2.941435 42.203857,2.941563 42.204033,2.941708 42.204229,2.941723 42.20425,2.941912 42.204501,2.942099 42.204752,2.94224 42.204942,2.94228 42.204997,2.94238 42.205132,2.942435 42.205206,2.942535 42.205338,2.942691 42.205544,2.942831 42.205738,2.94297 42.205934,2.943137 42.206152,2.943303 42.206371,2.943527 42.206675,2.943751 42.206978,2.943877 42.207146,2.944002 42.207313,2.944152 42.20752,2.944287 42.207706,2.944301 42.207726,2.944348 42.207792,2.944437 42.207918,2.94457 42.208111,2.944686 42.208285,2.944794 42.208462,2.944889 42.208635,2.944979 42.208809,2.945045 42.20894,2.945085 42.20902,2.945192 42.209231,2.945327 42.209501,2.945462 42.20977,2.945582 42.210004,2.945652 42.210141,2.945702 42.210238,2.945808 42.210464,2.945915 42.210691,2.946045 42.210946,2.946176 42.211202,2.946282 42.211416,2.946388 42.21163,2.946474 42.211806,2.95063 42.212117,2.95063 42.212117,2.951404 42.212081,2.951404 42.212081,2.953463 42.209438,2.95448 42.207676,2.955635 42.205255,2.968529 42.208038,2.971303 42.209813,2.971303 42.209813,2.97286 42.210681,2.977524 42.213282,2.977524 42.213282,2.978794 42.212417,2.979682 42.212386,2.979682 42.212386,2.98057 42.213864,2.980647 42.214163,2.980647 42.214163,2.980702 42.21415,2.982638 42.213695,2.982647 42.213706,2.982647 42.213706))",001,17075401001,01,170754
"POLYGON ((2.045131 41.340714,2.045767 41.34015,2.045835 41.339956,2.045884 41.339914,2.045099 41.339434,2.045812 41.338798,2.045098 41.338352,2.043558 41.339723,2.045131 41.340714))",003,08200904003,04,082009
"POLYGON ((2.183726 41.484714,2.184241 41.484594,2.18482 41.484392,2.185142 41.484237,2.185722 41.483883,2.186026 41.483496,2.186265 41.483049,2.186299 41.482986,2.186405 41.482536,2.186409 41.482504,2.186415 41.481984,2.186292 41.481392,2.186168 41.480984,2.186154 41.480388,2.18624 41.479591,2.186251 41.479246,2.186577 41.478689,2.186588 41.477826,2.186416 41.476887,2.186319 41.476471,2.186243 41.476295,2.186157 41.476096,2.185532 41.476575,2.185205 41.476757,2.185189 41.47677,2.18569 41.47715,2.185866 41.477283,2.185946 41.477363,2.186014 41.477447,2.186063 41.477539,2.1861 41.477635,2.186124 41.477733,2.186139 41.477831,2.186147 41.47793,2.186147 41.47803,2.18614 41.478129,2.186125 41.478227,2.186104 41.478324,2.186078 41.478421,2.18605 41.478519,2.186022 41.478616,2.185982 41.478744,2.185941 41.478838,2.185817 41.479121,2.185775 41.479215,2.185733 41.479308,2.18569 41.479402,2.185647 41.479496,2.185601 41.479589,2.185554 41.479681,2.185506 41.479773,2.185456 41.479865,2.185357 41.480049,2.185307 41.48014,2.185259 41.480233,2.185212 41.480325,2.185168 41.480419,2.185127 41.480513,2.185088 41.480608,2.185053 41.480703,2.185018 41.480799,2.184987 41.480895,2.184961 41.480992,2.184941 41.48109,2.184928 41.481188,2.184919 41.481287,2.184911 41.481387,2.184893 41.481584,2.184876 41.481782,2.18486 41.481962,2.184833 41.482259,2.184823 41.482357,2.184811 41.482456,2.184798 41.482555,2.184783 41.482653,2.184766 41.482751,2.184745 41.482849,2.184722 41.482947,2.184694 41.483044,2.184658 41.483139,2.184611 41.483232,2.18455 41.483319,2.184477 41.483402,2.184403 41.483485,2.184333 41.483568,2.184261 41.483651,2.184182 41.483731,2.184096 41.483806,2.184013 41.483883,2.183944 41.483967,2.183884 41.484056,2.183825 41.484145,2.183776 41.484237,2.183745 41.484332,2.183724 41.48443,2.183708 41.484529,2.183726 41.484714))",001,08125201001,01,081252
"POLYGON ((1.100704 41.172527,1.101066 41.172061,1.101397 41.169817,1.101657 41.168056,1.101737 41.167658,1.100755 41.167785,1.100027 41.167892,1.099411 41.16793,1.098433 41.167925,1.097551 41.167899,1.096638 41.167836,1.095946 41.167777,1.095303 41.167647,1.094912 41.167545,1.093991 41.167232,1.093671 41.167105,1.092868 41.166766,1.092584 41.166614,1.092044 41.166282,1.091759 41.166095,1.091719 41.166053,1.091759 41.165922,1.091905 41.165751,1.0913 41.165948,1.091312 41.165875,1.091347 41.165633,1.091395 41.165481,1.091607 41.165532,1.09168 41.165545,1.091704 41.165547,1.091729 41.165544,1.091758 41.165538,1.091781 41.16553,1.0918 41.165519,1.091816 41.165509,1.091831 41.165498,1.091842 41.165487,1.091854 41.165473,1.091872 41.165451,1.091884 41.165432,1.091895 41.165412,1.091902 41.165396,1.091911 41.165379,1.091916 41.165366,1.091931 41.165315,1.091939 41.165294,1.091943 41.165275,1.09195 41.165249,1.09196 41.165225,1.091966 41.165204,1.091969 41.16519,1.091971 41.165171,1.091972 41.165153,1.091971 41.165132,1.09197 41.165103,1.091972 41.165088,1.091975 41.165071,1.09198 41.165055,1.091989 41.165038,1.092001 41.165022,1.092018 41.165009,1.092033 41.164996,1.092045 41.164983,1.092058 41.164965,1.092065 41.164951,1.09207 41.164937,1.092076 41.16491,1.092108 41.164892,1.092192 41.164742,1.09215 41.164712,1.092059 41.164651,1.091801 41.164573,1.091832 41.164534,1.091857 41.16451,1.091887 41.164477,1.091911 41.164451,1.091933 41.164435,1.091967 41.164403,1.091999 41.164373,1.092043 41.16434,1.092079 41.164304,1.092118 41.164273,1.092152 41.164249,1.092182 41.164217,1.092214 41.164194,1.092246 41.164164,1.092276 41.164143,1.092297 41.164116,1.092314 41.164096,1.092329 41.164079,1.092343 41.164058,1.092351 41.164041,1.092356 41.164021,1.092365 41.163992,1.09237 41.163957,1.092366 41.163921,1.092368 41.163882,1.092364 41.163818,1.09236 41.163796,1.092357 41.163778,1.09235 41.163762,1.092339 41.163742,1.092324 41.163715,1.092305 41.163679,1.092289 41.163647,1.09226 41.163624,1.092236 41.163607,1.092212 41.163588,1.092192 41.163569,1.092172 41.163548,1.092153 41.163528,1.092131 41.163506,1.09212 41.163494,1.09209 41.163466,1.092076 41.16345,1.092064 41.163438,1.092046 41.163421,1.09202 41.163397,1.092004 41.163379,1.091993 41.163367,1.091971 41.163346,1.091953 41.163321,1.091946 41.163295,1.091941 41.163274,1.091939 41.163253,1.091938 41.163238,1.091941 41.163214,1.091941 41.163199,1.091937 41.163178,1.09193 41.163157,1.091926 41.163127,1.091921 41.163097,1.091918 41.163075,1.091918 41.163061,1.091916 41.163038,1.091914 41.16302,1.091913 41.163001,1.091913 41.162985,1.091908 41.162966,1.0919 41.162945,1.09189 41.16293,1.09188 41.162916,1.091868 41.162897,1.09186 41.162873,1.091848 41.162845,1.091832 41.162825,1.091814 41.162813,1.091783 41.162802,1.091754 41.162795,1.091731 41.162783,1.091695 41.162767,1.091674 41.162755,1.091654 41.162739,1.09164 41.162727,1.091633 41.162714,1.091626 41.162694,1.091625 41.162666,1.091623 41.162653,1.091621 41.162633,1.091619 41.162612,1.091618 41.162592,1.091624 41.162579,1.091645 41.162574,1.091649 41.16256,1.091643 41.162543,1.091639 41.162527,1.091641 41.162504,1.091647 41.162486,1.091648 41.162472,1.091651 41.162452,1.091649 41.162436,1.091654 41.162419,1.091661 41.162396,1.091671 41.162375,1.091684 41.162357,1.091691 41.162341,1.091682 41.162318,1.091658 41.162289,1.091641 41.162269,1.091627 41.162257,1.091606 41.162241,1.091578 41.162229,1.091555 41.162211,1.091534 41.1622,1.09151 41.16219,1.09148 41.162181,1.091463 41.162176,1.091435 41.162163,1.091405 41.162148,1.091383 41.162137,1.091369 41.162125,1.091353 41.162104,1.091341 41.162082,1.091332 41.16206,1.09132 41.162034,1.091312 41.162013,1.091302 41.161991,1.091299 41.161974,1.091298 41.161959,1.091297 41.161941,1.091295 41.161927,1.091291 41.161912,1.091283 41.161896,1.091275 41.161885,1.090791 41.161517,1.090659 41.161321,1.090226 41.160767,1.090058 41.160468,1.090005 41.16029,1.089676 41.160082,1.089522 41.159949,1.089481 41.159553,1.089695 41.159342,1.08982 41.159279,1.089831 41.158903,1.089766 41.158875,1.089583 41.158862,1.089498 41.158839,1.089466 41.158817,1.089418 41.158784,1.089152 41.158852,1.088711 41.158968,1.086986 41.159413,1.085349 41.159829,1.085144 41.15988,1.082941 41.160443,1.081711 41.160762,1.08 41.161204,1.079766 41.161267,1.079458 41.161346,1.079179 41.161418,1.078538 41.161583,1.077994 41.161718,1.076714 41.162045,1.074374 41.162639,1.071695 41.163323,1.070857 41.16353,1.06676 41.164556,1.065056 41.164962,1.064059 41.165156,1.063248 41.16532,1.06305 41.165364,1.062522 41.165481,1.062389 41.165505,1.061626 41.165625,1.061121 41.165666,1.060799 41.165668,1.06043 41.165612,1.060061 41.16552,1.05965 41.165332,1.059381 41.16595,1.059347 41.166363,1.059208 41.168086,1.059208 41.168087,1.059105 41.16955,1.057738 41.175633,1.057658 41.17599,1.057537 41.176526,1.059808 41.178109,1.062374 41.178595,1.063885 41.178881,1.066654 41.178908,1.067871 41.17892,1.0698 41.178939,1.072308 41.179306,1.072372 41.17935,1.076728 41.182284,1.077296 41.182666,1.077384 41.182631,1.078011 41.18238,1.078202 41.182264,1.078239 41.182242,1.078571 41.181969,1.078609 41.181937,1.078886 41.181876,1.078972 41.18189,1.079188 41.181925,1.07922 41.181915,1.079493 41.181831,1.079888 41.181707,1.080278 41.181692,1.080419 41.181711,1.080739 41.181755,1.081089 41.181803,1.081271 41.181829,1.082015 41.182081,1.082446 41.182187,1.083537 41.182412,1.083563 41.182371,1.083598 41.182315,1.083672 41.182262,1.083772 41.182244,1.083788 41.182242,1.083809 41.182243,1.083832 41.182244,1.084033 41.182257,1.085014 41.182447,1.085139 41.182472,1.085147 41.182471,1.085463 41.182435,1.08547 41.182434,1.085513 41.182429,1.085536 41.182435,1.085699 41.182478,1.086078 41.182578,1.086086 41.18258,1.086048 41.182402,1.086149 41.182147,1.086165 41.181969,1.086168 41.18194,1.08617 41.181911,1.086184 41.1817,1.086246 41.181463,1.086265 41.18139,1.086278 41.18137,1.086402 41.181168,1.086403 41.181168,1.086497 41.18111,1.086513 41.1811,1.086657 41.181015,1.086711 41.180983,1.086735 41.180945,1.086816 41.180815,1.086817 41.180815,1.086817 41.180815,1.086888 41.180587,1.086869 41.180259,1.086871 41.180189,1.086874 41.18009,1.086883 41.180037,1.0869 41.179934,1.087062 41.179839,1.087077 41.17984,1.087128 41.179843,1.087343 41.179854,1.087451 41.179848,1.087488 41.179846,1.087492 41.179845,1.087691 41.179768,1.087693 41.179767,1.088096 41.17955,1.088425 41.179441,1.088985 41.179314,1.089234 41.179192,1.089352 41.179101,1.08945 41.178972,1.089505 41.178928,1.089531 41.178908,1.089917 41.178743,1.090281 41.178581,1.090292 41.178577,1.09071 41.178301,1.090866 41.178118,1.090955 41.178033,1.091338 41.177779,1.0918 41.177679,1.091966 41.177563,1.091966 41.177562,1.092037 41.177405,1.09212 41.17714,1.092144 41.177071,1.092167 41.177002,1.092219 41.17687,1.09231 41.176722,1.092311 41.176722,1.092459 41.176527,1.092478 41.17639,1.092455 41.17626,1.09246 41.176256,1.092596 41.176141,1.092645 41.1761,1.092715 41.176099,1.092898 41.176098,1.093239 41.176236,1.093993 41.176547,1.095271 41.177193,1.09625 41.177559,1.09625 41.177554,1.09638 41.176891,1.096381 41.176889,1.096517 41.176529,1.096525 41.17652,1.096549 41.176494,1.09708 41.175922,1.098843 41.17397,1.09876 41.173762,1.098581 41.173312,1.099573 41.172038,1.099926 41.172328,1.100704 41.172527))",002,43123309002,09,431233
